"date","outbreak_group","outbreak_subgroup","number_ongoing_outbreaks"
2021-04-01,"Congregate Care","Hospitals",34
2021-04-01,"Congregate Care","Long-Term Care Homes",58
2021-04-01,"Congregate Care","Retirement Homes",46
2021-04-01,"Congregate Living","Congregate other",11
2021-04-01,"Congregate Living","Correctional Facility",7
2021-04-01,"Congregate Living","Group Home/Supportive Housing",32
2021-04-01,"Congregate Living","Shelter",28
2021-04-01,"Congregate Living","Short-term accommodations",3
2021-04-01,"Education","Child care",64
2021-04-01,"Education","Elementary School",148
2021-04-01,"Education","Elementary/Secondary School",3
2021-04-01,"Education","Post-Secondary School",6
2021-04-01,"Education","Secondary School",20
2021-04-01,"Other/Unknown","Other",5
2021-04-01,"Other/Unknown","Unknown",3
2021-04-01,"Recreational","Bar/restaurant/nightclub",15
2021-04-01,"Recreational","Other recreation",19
2021-04-01,"Recreational","Personal service settings",4
2021-04-01,"Recreational","Recreational fitness",7
2021-04-01,"Workplace","Medical/Health Service",8
2021-04-01,"Workplace","Retail",25
2021-04-01,"Workplace","Farm",15
2021-04-01,"Workplace","Food Processing",8
2021-04-01,"Workplace","Workplace (Other)",122
2021-04-02,"Congregate Care","Hospitals",32
2021-04-02,"Congregate Care","Long-Term Care Homes",58
2021-04-02,"Congregate Care","Retirement Homes",48
2021-04-02,"Congregate Living","Congregate other",10
2021-04-02,"Congregate Living","Correctional Facility",6
2021-04-02,"Congregate Living","Group Home/Supportive Housing",36
2021-04-02,"Congregate Living","Shelter",29
2021-04-02,"Congregate Living","Short-term accommodations",2
2021-04-02,"Education","Child care",72
2021-04-02,"Education","Elementary School",156
2021-04-02,"Education","Elementary/Secondary School",4
2021-04-02,"Education","Post-Secondary School",7
2021-04-02,"Education","Secondary School",17
2021-04-02,"Other/Unknown","Other",3
2021-04-02,"Other/Unknown","Unknown",1
2021-04-02,"Recreational","Bar/restaurant/nightclub",15
2021-04-02,"Recreational","Other recreation",24
2021-04-02,"Recreational","Personal service settings",5
2021-04-02,"Recreational","Recreational fitness",9
2021-04-02,"Workplace","Medical/Health Service",6
2021-04-02,"Workplace","Retail",26
2021-04-02,"Workplace","Farm",15
2021-04-02,"Workplace","Food Processing",10
2021-04-02,"Workplace","Workplace (Other)",125
2021-04-03,"Congregate Care","Hospitals",35
2021-04-03,"Congregate Care","Long-Term Care Homes",62
2021-04-03,"Congregate Care","Retirement Homes",46
2021-04-03,"Congregate Living","Congregate other",9
2021-04-03,"Congregate Living","Correctional Facility",8
2021-04-03,"Congregate Living","Group Home/Supportive Housing",38
2021-04-03,"Congregate Living","Shelter",30
2021-04-03,"Congregate Living","Short-term accommodations",3
2021-04-03,"Education","Child care",74
2021-04-03,"Education","Elementary School",152
2021-04-03,"Education","Elementary/Secondary School",6
2021-04-03,"Education","Post-Secondary School",6
2021-04-03,"Education","Secondary School",15
2021-04-03,"Other/Unknown","Other",3
2021-04-03,"Other/Unknown","Unknown",1
2021-04-03,"Recreational","Bar/restaurant/nightclub",15
2021-04-03,"Recreational","Other recreation",23
2021-04-03,"Recreational","Personal service settings",5
2021-04-03,"Recreational","Recreational fitness",7
2021-04-03,"Workplace","Medical/Health Service",6
2021-04-03,"Workplace","Retail",25
2021-04-03,"Workplace","Farm",15
2021-04-03,"Workplace","Food Processing",11
2021-04-03,"Workplace","Workplace (Other)",132
2021-04-04,"Congregate Care","Hospitals",39
2021-04-04,"Congregate Care","Long-Term Care Homes",62
2021-04-04,"Congregate Care","Retirement Homes",49
2021-04-04,"Congregate Living","Congregate other",10
2021-04-04,"Congregate Living","Correctional Facility",8
2021-04-04,"Congregate Living","Group Home/Supportive Housing",42
2021-04-04,"Congregate Living","Shelter",30
2021-04-04,"Congregate Living","Short-term accommodations",3
2021-04-04,"Education","Child care",77
2021-04-04,"Education","Elementary School",151
2021-04-04,"Education","Elementary/Secondary School",7
2021-04-04,"Education","Post-Secondary School",6
2021-04-04,"Education","Secondary School",15
2021-04-04,"Other/Unknown","Other",2
2021-04-04,"Other/Unknown","Unknown",1
2021-04-04,"Recreational","Bar/restaurant/nightclub",15
2021-04-04,"Recreational","Other recreation",24
2021-04-04,"Recreational","Personal service settings",5
2021-04-04,"Recreational","Recreational fitness",7
2021-04-04,"Workplace","Medical/Health Service",7
2021-04-04,"Workplace","Retail",25
2021-04-04,"Workplace","Farm",14
2021-04-04,"Workplace","Food Processing",11
2021-04-04,"Workplace","Workplace (Other)",139
2021-04-05,"Congregate Care","Hospitals",39
2021-04-05,"Congregate Care","Long-Term Care Homes",67
2021-04-05,"Congregate Care","Retirement Homes",52
2021-04-05,"Congregate Living","Congregate other",12
2021-04-05,"Congregate Living","Correctional Facility",10
2021-04-05,"Congregate Living","Group Home/Supportive Housing",45
2021-04-05,"Congregate Living","Shelter",32
2021-04-05,"Congregate Living","Short-term accommodations",3
2021-04-05,"Education","Child care",78
2021-04-05,"Education","Elementary School",155
2021-04-05,"Education","Elementary/Secondary School",7
2021-04-05,"Education","Post-Secondary School",5
2021-04-05,"Education","Secondary School",18
2021-04-05,"Other/Unknown","Other",2
2021-04-05,"Recreational","Bar/restaurant/nightclub",16
2021-04-05,"Recreational","Other recreation",25
2021-04-05,"Recreational","Personal service settings",5
2021-04-05,"Recreational","Recreational fitness",5
2021-04-05,"Workplace","Medical/Health Service",7
2021-04-05,"Workplace","Retail",24
2021-04-05,"Workplace","Farm",15
2021-04-05,"Workplace","Food Processing",11
2021-04-05,"Workplace","Workplace (Other)",140
2021-04-06,"Congregate Care","Hospitals",39
2021-04-06,"Congregate Care","Long-Term Care Homes",68
2021-04-06,"Congregate Care","Retirement Homes",51
2021-04-06,"Congregate Living","Congregate other",12
2021-04-06,"Congregate Living","Correctional Facility",10
2021-04-06,"Congregate Living","Group Home/Supportive Housing",45
2021-04-06,"Congregate Living","Shelter",31
2021-04-06,"Congregate Living","Short-term accommodations",4
2021-04-06,"Education","Child care",79
2021-04-06,"Education","Elementary School",158
2021-04-06,"Education","Elementary/Secondary School",7
2021-04-06,"Education","Post-Secondary School",6
2021-04-06,"Education","Secondary School",19
2021-04-06,"Other/Unknown","Other",2
2021-04-06,"Other/Unknown","Unknown",1
2021-04-06,"Recreational","Bar/restaurant/nightclub",14
2021-04-06,"Recreational","Other recreation",28
2021-04-06,"Recreational","Personal service settings",4
2021-04-06,"Recreational","Recreational fitness",5
2021-04-06,"Workplace","Medical/Health Service",7
2021-04-06,"Workplace","Retail",23
2021-04-06,"Workplace","Farm",17
2021-04-06,"Workplace","Food Processing",11
2021-04-06,"Workplace","Workplace (Other)",136
2021-04-07,"Congregate Care","Hospitals",41
2021-04-07,"Congregate Care","Long-Term Care Homes",70
2021-04-07,"Congregate Care","Retirement Homes",51
2021-04-07,"Congregate Living","Congregate other",12
2021-04-07,"Congregate Living","Correctional Facility",10
2021-04-07,"Congregate Living","Group Home/Supportive Housing",45
2021-04-07,"Congregate Living","Shelter",32
2021-04-07,"Congregate Living","Short-term accommodations",4
2021-04-07,"Education","Child care",82
2021-04-07,"Education","Elementary School",162
2021-04-07,"Education","Elementary/Secondary School",7
2021-04-07,"Education","Post-Secondary School",7
2021-04-07,"Education","Secondary School",19
2021-04-07,"Other/Unknown","Other",2
2021-04-07,"Other/Unknown","Unknown",1
2021-04-07,"Recreational","Bar/restaurant/nightclub",16
2021-04-07,"Recreational","Other recreation",30
2021-04-07,"Recreational","Personal service settings",2
2021-04-07,"Recreational","Recreational fitness",6
2021-04-07,"Workplace","Medical/Health Service",7
2021-04-07,"Workplace","Retail",28
2021-04-07,"Workplace","Farm",18
2021-04-07,"Workplace","Food Processing",12
2021-04-07,"Workplace","Workplace (Other)",130
2021-04-08,"Congregate Care","Hospitals",42
2021-04-08,"Congregate Care","Long-Term Care Homes",66
2021-04-08,"Congregate Care","Retirement Homes",49
2021-04-08,"Congregate Living","Congregate other",13
2021-04-08,"Congregate Living","Correctional Facility",10
2021-04-08,"Congregate Living","Group Home/Supportive Housing",48
2021-04-08,"Congregate Living","Shelter",29
2021-04-08,"Congregate Living","Short-term accommodations",4
2021-04-08,"Education","Child care",85
2021-04-08,"Education","Elementary School",175
2021-04-08,"Education","Elementary/Secondary School",9
2021-04-08,"Education","Post-Secondary School",7
2021-04-08,"Education","Secondary School",22
2021-04-08,"Other/Unknown","Other",2
2021-04-08,"Other/Unknown","Unknown",2
2021-04-08,"Recreational","Bar/restaurant/nightclub",15
2021-04-08,"Recreational","Other recreation",30
2021-04-08,"Recreational","Personal service settings",2
2021-04-08,"Recreational","Recreational fitness",6
2021-04-08,"Workplace","Medical/Health Service",7
2021-04-08,"Workplace","Retail",28
2021-04-08,"Workplace","Farm",15
2021-04-08,"Workplace","Food Processing",11
2021-04-08,"Workplace","Workplace (Other)",134
2021-04-09,"Congregate Care","Hospitals",41
2021-04-09,"Congregate Care","Long-Term Care Homes",58
2021-04-09,"Congregate Care","Retirement Homes",41
2021-04-09,"Congregate Living","Congregate other",13
2021-04-09,"Congregate Living","Correctional Facility",10
2021-04-09,"Congregate Living","Group Home/Supportive Housing",55
2021-04-09,"Congregate Living","Shelter",28
2021-04-09,"Congregate Living","Short-term accommodations",3
2021-04-09,"Education","Child care",87
2021-04-09,"Education","Elementary School",194
2021-04-09,"Education","Elementary/Secondary School",10
2021-04-09,"Education","Post-Secondary School",6
2021-04-09,"Education","Secondary School",25
2021-04-09,"Other/Unknown","Unknown",2
2021-04-09,"Recreational","Bar/restaurant/nightclub",19
2021-04-09,"Recreational","Other recreation",32
2021-04-09,"Recreational","Personal service settings",3
2021-04-09,"Recreational","Recreational fitness",6
2021-04-09,"Workplace","Medical/Health Service",8
2021-04-09,"Workplace","Retail",26
2021-04-09,"Workplace","Farm",18
2021-04-09,"Workplace","Food Processing",15
2021-04-09,"Workplace","Workplace (Other)",134
2021-04-10,"Congregate Care","Hospitals",39
2021-04-10,"Congregate Care","Long-Term Care Homes",48
2021-04-10,"Congregate Care","Retirement Homes",33
2021-04-10,"Congregate Living","Congregate other",16
2021-04-10,"Congregate Living","Correctional Facility",12
2021-04-10,"Congregate Living","Group Home/Supportive Housing",57
2021-04-10,"Congregate Living","Shelter",28
2021-04-10,"Congregate Living","Short-term accommodations",3
2021-04-10,"Education","Child care",91
2021-04-10,"Education","Elementary School",199
2021-04-10,"Education","Elementary/Secondary School",10
2021-04-10,"Education","Post-Secondary School",6
2021-04-10,"Education","Secondary School",29
2021-04-10,"Other/Unknown","Unknown",2
2021-04-10,"Recreational","Bar/restaurant/nightclub",23
2021-04-10,"Recreational","Other recreation",30
2021-04-10,"Recreational","Personal service settings",3
2021-04-10,"Recreational","Recreational fitness",6
2021-04-10,"Workplace","Medical/Health Service",9
2021-04-10,"Workplace","Retail",31
2021-04-10,"Workplace","Farm",20
2021-04-10,"Workplace","Food Processing",15
2021-04-10,"Workplace","Workplace (Other)",131
2021-04-11,"Congregate Care","Hospitals",41
2021-04-11,"Congregate Care","Long-Term Care Homes",49
2021-04-11,"Congregate Care","Retirement Homes",29
2021-04-11,"Congregate Living","Congregate other",17
2021-04-11,"Congregate Living","Correctional Facility",13
2021-04-11,"Congregate Living","Group Home/Supportive Housing",60
2021-04-11,"Congregate Living","Shelter",30
2021-04-11,"Congregate Living","Short-term accommodations",3
2021-04-11,"Education","Child care",91
2021-04-11,"Education","Elementary School",204
2021-04-11,"Education","Elementary/Secondary School",10
2021-04-11,"Education","Post-Secondary School",7
2021-04-11,"Education","Secondary School",30
2021-04-11,"Other/Unknown","Other",3
2021-04-11,"Other/Unknown","Unknown",4
2021-04-11,"Recreational","Bar/restaurant/nightclub",28
2021-04-11,"Recreational","Other recreation",28
2021-04-11,"Recreational","Personal service settings",4
2021-04-11,"Recreational","Recreational fitness",5
2021-04-11,"Workplace","Medical/Health Service",9
2021-04-11,"Workplace","Retail",34
2021-04-11,"Workplace","Farm",22
2021-04-11,"Workplace","Food Processing",15
2021-04-11,"Workplace","Workplace (Other)",126
2021-04-12,"Congregate Care","Hospitals",40
2021-04-12,"Congregate Care","Long-Term Care Homes",49
2021-04-12,"Congregate Care","Retirement Homes",31
2021-04-12,"Congregate Living","Congregate other",17
2021-04-12,"Congregate Living","Correctional Facility",13
2021-04-12,"Congregate Living","Group Home/Supportive Housing",61
2021-04-12,"Congregate Living","Shelter",32
2021-04-12,"Congregate Living","Short-term accommodations",3
2021-04-12,"Education","Child care",92
2021-04-12,"Education","Elementary School",204
2021-04-12,"Education","Elementary/Secondary School",10
2021-04-12,"Education","Post-Secondary School",7
2021-04-12,"Education","Secondary School",32
2021-04-12,"Other/Unknown","Other",3
2021-04-12,"Other/Unknown","Unknown",9
2021-04-12,"Recreational","Bar/restaurant/nightclub",25
2021-04-12,"Recreational","Other recreation",27
2021-04-12,"Recreational","Personal service settings",4
2021-04-12,"Recreational","Recreational fitness",5
2021-04-12,"Workplace","Medical/Health Service",8
2021-04-12,"Workplace","Retail",35
2021-04-12,"Workplace","Farm",24
2021-04-12,"Workplace","Food Processing",16
2021-04-12,"Workplace","Workplace (Other)",121
2021-04-13,"Congregate Care","Hospitals",36
2021-04-13,"Congregate Care","Long-Term Care Homes",47
2021-04-13,"Congregate Care","Retirement Homes",28
2021-04-13,"Congregate Living","Congregate other",18
2021-04-13,"Congregate Living","Correctional Facility",12
2021-04-13,"Congregate Living","Group Home/Supportive Housing",61
2021-04-13,"Congregate Living","Shelter",33
2021-04-13,"Congregate Living","Short-term accommodations",3
2021-04-13,"Education","Child care",101
2021-04-13,"Education","Elementary School",210
2021-04-13,"Education","Elementary/Secondary School",13
2021-04-13,"Education","Post-Secondary School",7
2021-04-13,"Education","Secondary School",36
2021-04-13,"Other/Unknown","Other",2
2021-04-13,"Other/Unknown","Unknown",9
2021-04-13,"Recreational","Bar/restaurant/nightclub",24
2021-04-13,"Recreational","Other recreation",28
2021-04-13,"Recreational","Personal service settings",4
2021-04-13,"Recreational","Recreational fitness",4
2021-04-13,"Workplace","Medical/Health Service",7
2021-04-13,"Workplace","Retail",34
2021-04-13,"Workplace","Farm",24
2021-04-13,"Workplace","Food Processing",15
2021-04-13,"Workplace","Workplace (Other)",122
2021-04-14,"Congregate Care","Hospitals",36
2021-04-14,"Congregate Care","Long-Term Care Homes",46
2021-04-14,"Congregate Care","Retirement Homes",29
2021-04-14,"Congregate Living","Congregate other",17
2021-04-14,"Congregate Living","Correctional Facility",11
2021-04-14,"Congregate Living","Group Home/Supportive Housing",60
2021-04-14,"Congregate Living","Shelter",32
2021-04-14,"Congregate Living","Short-term accommodations",3
2021-04-14,"Education","Child care",104
2021-04-14,"Education","Elementary School",214
